"ID","Region","Institution","Region ID","is Polling Station","Active Register","is Group","Parent Electoral District"
"MUHORONI","MUHORONI CONSTITUENCY","United Progressive Alliance",243,"0","V-REG-00001","1","KISUMU COUNTY"
"NYAKACH","NYAKACH CONSTITUENCY","United Progressive Alliance",244,"0","V-REG-00001","1","KISUMU COUNTY"
"KASIPUL","KASIPUL CONSTITUENCY","United Progressive Alliance",245,"0","V-REG-00001","1","HOMA BAY COUNTY"
"KABONDO KASIPUL","KABONDO KASIPUL CONSTITUENCY","United Progressive Alliance",246,"0","V-REG-00001","1","HOMA BAY COUNTY"
"KARACHUONYO","KARACHUONYO CONSTITUENCY","United Progressive Alliance",247,"0","V-REG-00001","1","HOMA BAY COUNTY"
"RANGWE","RANGWE CONSTITUENCY","United Progressive Alliance",248,"0","V-REG-00001","1","HOMA BAY COUNTY"
"HOMA BAY TOWN","HOMA BAY TOWN CONSTITUENCY","United Progressive Alliance",249,"0","V-REG-00001","1","HOMA BAY COUNTY"
"NDHIWA","NDHIWA CONSTITUENCY","United Progressive Alliance",250,"0","V-REG-00001","1","HOMA BAY COUNTY"
"SUBA NORTH","SUBA NORTH CONSTITUENCY","United Progressive Alliance",251,"0","V-REG-00001","1","HOMA BAY COUNTY"
"SUBA SOUTH","SUBA SOUTH CONSTITUENCY","United Progressive Alliance",252,"0","V-REG-00001","1","HOMA BAY COUNTY"
"RONGO","RONGO CONSTITUENCY","United Progressive Alliance",253,"0","V-REG-00001","1","MIGORI COUNTY"
"AWENDO","AWENDO CONSTITUENCY","United Progressive Alliance",254,"0","V-REG-00001","1","MIGORI COUNTY"
"SUNA EAST","SUNA EAST CONSTITUENCY","United Progressive Alliance",255,"0","V-REG-00001","1","MIGORI COUNTY"
"SUNA WEST","SUNA WEST CONSTITUENCY","United Progressive Alliance",256,"0","V-REG-00001","1","MIGORI COUNTY"
"URIRI","URIRI CONSTITUENCY","United Progressive Alliance",257,"0","V-REG-00001","1","MIGORI COUNTY"
"NYATIKE","NYATIKE CONSTITUENCY","United Progressive Alliance",258,"0","V-REG-00001","1","MIGORI COUNTY"
"KURIA WEST","KURIA WEST CONSTITUENCY","United Progressive Alliance",259,"0","V-REG-00001","1","MIGORI COUNTY"
"KURIA EAST","KURIA EAST CONSTITUENCY","United Progressive Alliance",260,"0","V-REG-00001","1","MIGORI COUNTY"
"BONCHARI","BONCHARI CONSTITUENCY","United Progressive Alliance",261,"0","V-REG-00001","1","KISII COUNTY"
"SOUTH MUGIRANGO","SOUTH MUGIRANGO CONSTITUENCY","United Progressive Alliance",262,"0","V-REG-00001","1","KISII COUNTY"
"BOMACHOGE BORABU","BOMACHOGE BORABU CONSTITUENCY","United Progressive Alliance",263,"0","V-REG-00001","1","KISII COUNTY"
"BOBASI","BOBASI CONSTITUENCY","United Progressive Alliance",264,"0","V-REG-00001","1","KISII COUNTY"
"BOMACHOGE CHACHE","BOMACHOGE CHACHE CONSTITUENCY","United Progressive Alliance",265,"0","V-REG-00001","1","KISII COUNTY"
"NYARIBARI MASABA","NYARIBARI MASABA CONSTITUENCY","United Progressive Alliance",266,"0","V-REG-00001","1","KISII COUNTY"
"NYARIBARI CHACHE","NYARIBARI CHACHE CONSTITUENCY","United Progressive Alliance",267,"0","V-REG-00001","1","KISII COUNTY"
"KITUTU CHACHE NORTH","KITUTU CHACHE NORTH CONSTITUENCY","United Progressive Alliance",268,"0","V-REG-00001","1","KISII COUNTY"
"KITUTU CHACHE SOUTH","KITUTU CHACHE SOUTH CONSTITUENCY","United Progressive Alliance",269,"0","V-REG-00001","1","KISII COUNTY"
"KITUTU MASABA","KITUTU MASABA CONSTITUENCY","United Progressive Alliance",270,"0","V-REG-00001","1","NYAMIRA COUNTY"
"WEST MUGIRANGO","WEST MUGIRANGO CONSTITUENCY","United Progressive Alliance",271,"0","V-REG-00001","1","NYAMIRA COUNTY"
"NORTH MUGIRANGO","NORTH MUGIRANGO CONSTITUENCY","United Progressive Alliance",272,"0","V-REG-00001","1","NYAMIRA COUNTY"
"BORABU","BORABU CONSTITUENCY","United Progressive Alliance",273,"0","V-REG-00001","1","NYAMIRA COUNTY"
"WESTLANDS","WESTLANDS CONSTITUENCY","United Progressive Alliance",274,"0","V-REG-00001","1","NAIROBI COUNTY"
"DAGORETTI NORTH","DAGORETTI NORTH CONSTITUENCY","United Progressive Alliance",275,"0","V-REG-00001","1","NAIROBI COUNTY"
"DAGORETTI SOUTH","DAGORETTI SOUTH CONSTITUENCY","United Progressive Alliance",276,"0","V-REG-00001","1","NAIROBI COUNTY"
"LANGATA","LANGATA CONSTITUENCY","United Progressive Alliance",277,"0","V-REG-00001","1","NAIROBI COUNTY"
"KIBRA","KIBRA CONSTITUENCY","United Progressive Alliance",278,"0","V-REG-00001","1","NAIROBI COUNTY"
"ROYSAMBU","ROYSAMBU CONSTITUENCY","United Progressive Alliance",279,"0","V-REG-00001","1","NAIROBI COUNTY"
"KASARANI","KASARANI CONSTITUENCY","United Progressive Alliance",280,"0","V-REG-00001","1","NAIROBI COUNTY"
"RUARAKA","RUARAKA CONSTITUENCY","United Progressive Alliance",281,"0","V-REG-00001","1","NAIROBI COUNTY"
"EMBAKASI SOUTH","EMBAKASI SOUTH CONSTITUENCY","United Progressive Alliance",282,"0","V-REG-00001","1","NAIROBI COUNTY"
"EMBAKASI NORTH","EMBAKASI NORTH CONSTITUENCY","United Progressive Alliance",283,"0","V-REG-00001","1","NAIROBI COUNTY"
"EMBAKASI CENTRAL","EMBAKASI CENTRAL CONSTITUENCY","United Progressive Alliance",284,"0","V-REG-00001","1","NAIROBI COUNTY"
"EMBAKASI EAST","EMBAKASI EAST CONSTITUENCY","United Progressive Alliance",285,"0","V-REG-00001","1","NAIROBI COUNTY"
"EMBAKASI WEST","EMBAKASI WEST CONSTITUENCY","United Progressive Alliance",286,"0","V-REG-00001","1","NAIROBI COUNTY"
"MAKADARA","MAKADARA CONSTITUENCY","United Progressive Alliance",287,"0","V-REG-00001","1","NAIROBI COUNTY"
"KAMUKUNJI","KAMUKUNJI CONSTITUENCY","United Progressive Alliance",288,"0","V-REG-00001","1","NAIROBI COUNTY"
"STAREHE","STAREHE CONSTITUENCY","United Progressive Alliance",289,"0","V-REG-00001","1","NAIROBI COUNTY"
"MATHARE","MATHARE CONSTITUENCY","United Progressive Alliance",290,"0","V-REG-00001","1","NAIROBI COUNTY"
"DIASPORA","DIASPORA CONSTITUENCY","United Progressive Alliance",291,"0","V-REG-00001","1","DIASPORA COUNTY"
"PRISONS","PRISONS CONSTITUENCY","United Progressive Alliance",292,"0","V-REG-00001","1","PRISONS COUNTY"
