"ID","Region","Institution","Region ID","is Polling Station","Active Register","is Group","Parent Electoral District"
"MANDA-SHIVANGA","MANDA-SHIVANGA WARD","United Progressive Alliance",1006,"0","V-REG-00001","1","MALAVA CONSTITUENCY"
"SHIRUGU-MUGAI","SHIRUGU-MUGAI WARD","United Progressive Alliance",1007,"0","V-REG-00001","1","MALAVA CONSTITUENCY"
"SOUTH KABRAS","SOUTH KABRAS WARD","United Progressive Alliance",1008,"0","V-REG-00001","1","MALAVA CONSTITUENCY"
"BUTSOTSO EAST","BUTSOTSO EAST WARD","United Progressive Alliance",1009,"0","V-REG-00001","1","LURAMBI CONSTITUENCY"
"BUTSOTSO SOUTH","BUTSOTSO SOUTH WARD","United Progressive Alliance",1010,"0","V-REG-00001","1","LURAMBI CONSTITUENCY"
"BUTSOTSO CENTRAL","BUTSOTSO CENTRAL WARD","United Progressive Alliance",1011,"0","V-REG-00001","1","LURAMBI CONSTITUENCY"
"SHEYWE","SHEYWE WARD","United Progressive Alliance",1012,"0","V-REG-00001","1","LURAMBI CONSTITUENCY"
"MAHIAKALO","MAHIAKALO WARD","United Progressive Alliance",1013,"0","V-REG-00001","1","LURAMBI CONSTITUENCY"
"SHIRERE","SHIRERE WARD","United Progressive Alliance",1014,"0","V-REG-00001","1","LURAMBI CONSTITUENCY"
"INGOSTSE-MATHIA","INGOSTSE-MATHIA WARD","United Progressive Alliance",1015,"0","V-REG-00001","1","NAVAKHOLO CONSTITUENCY"
"SHINOYI-SHIKOMARI-ESUMEYIA","SHINOYI-SHIKOMARI-ESUMEYIA WARD","United Progressive Alliance",1016,"0","V-REG-00001","1","NAVAKHOLO CONSTITUENCY"
"BUNYALA WEST","BUNYALA WEST WARD","United Progressive Alliance",1017,"0","V-REG-00001","1","NAVAKHOLO CONSTITUENCY"
"BUNYALA EAST","BUNYALA EAST WARD","United Progressive Alliance",1018,"0","V-REG-00001","1","NAVAKHOLO CONSTITUENCY"
"BUNYALA CENTRAL","BUNYALA CENTRAL WARD","United Progressive Alliance",1019,"0","V-REG-00001","1","NAVAKHOLO CONSTITUENCY"
"MUMIAS CENTRAL","MUMIAS CENTRAL WARD","United Progressive Alliance",1020,"0","V-REG-00001","1","MUMIAS WEST CONSTITUENCY"
"MUMIAS NORTH","MUMIAS NORTH WARD","United Progressive Alliance",1021,"0","V-REG-00001","1","MUMIAS WEST CONSTITUENCY"
"ETENJE","ETENJE WARD","United Progressive Alliance",1022,"0","V-REG-00001","1","MUMIAS WEST CONSTITUENCY"
"MUSANDA","MUSANDA WARD","United Progressive Alliance",1023,"0","V-REG-00001","1","MUMIAS WEST CONSTITUENCY"
"LUSHEYA/LUBINU","LUSHEYA/LUBINU WARD","United Progressive Alliance",1024,"0","V-REG-00001","1","MUMIAS EAST CONSTITUENCY"
"MALAHA/ISONGO/MAKUNGA","MALAHA/ISONGO/MAKUNGA WARD","United Progressive Alliance",1025,"0","V-REG-00001","1","MUMIAS EAST CONSTITUENCY"
"EAST WANGA","EAST WANGA WARD","United Progressive Alliance",1026,"0","V-REG-00001","1","MUMIAS EAST CONSTITUENCY"
"KOYONZO","KOYONZO WARD","United Progressive Alliance",1027,"0","V-REG-00001","1","MATUNGU CONSTITUENCY"
"KHOLERA","KHOLERA WARD","United Progressive Alliance",1028,"0","V-REG-00001","1","MATUNGU CONSTITUENCY"
"KHALABA","KHALABA WARD","United Progressive Alliance",1029,"0","V-REG-00001","1","MATUNGU CONSTITUENCY"
"MAYONI","MAYONI WARD","United Progressive Alliance",1030,"0","V-REG-00001","1","MATUNGU CONSTITUENCY"
"NAMAMALI","NAMAMALI WARD","United Progressive Alliance",1031,"0","V-REG-00001","1","MATUNGU CONSTITUENCY"
"MARAMA WEST","MARAMA WEST WARD","United Progressive Alliance",1032,"0","V-REG-00001","1","BUTERE CONSTITUENCY"
"MARAMA CENTRAL","MARAMA CENTRAL WARD","United Progressive Alliance",1033,"0","V-REG-00001","1","BUTERE CONSTITUENCY"
"MARENYO - SHIANDA","MARENYO - SHIANDA WARD","United Progressive Alliance",1034,"0","V-REG-00001","1","BUTERE CONSTITUENCY"
"MARAMA NORTH","MARAMA NORTH WARD","United Progressive Alliance",1035,"0","V-REG-00001","1","BUTERE CONSTITUENCY"
"MARAMA SOUTH","MARAMA SOUTH WARD","United Progressive Alliance",1036,"0","V-REG-00001","1","BUTERE CONSTITUENCY"
"KISA NORTH","KISA NORTH WARD","United Progressive Alliance",1037,"0","V-REG-00001","1","KHWISERO CONSTITUENCY"
"KISA EAST","KISA EAST WARD","United Progressive Alliance",1038,"0","V-REG-00001","1","KHWISERO CONSTITUENCY"
"KISA WEST","KISA WEST WARD","United Progressive Alliance",1039,"0","V-REG-00001","1","KHWISERO CONSTITUENCY"
"KISA CENTRAL","KISA CENTRAL WARD","United Progressive Alliance",1040,"0","V-REG-00001","1","KHWISERO CONSTITUENCY"
"ISUKHA NORTH","ISUKHA NORTH WARD","United Progressive Alliance",1041,"0","V-REG-00001","1","SHINYALU CONSTITUENCY"
"MURHANDA","MURHANDA WARD","United Progressive Alliance",1042,"0","V-REG-00001","1","SHINYALU CONSTITUENCY"
"ISUKHA CENTRAL","ISUKHA CENTRAL WARD","United Progressive Alliance",1043,"0","V-REG-00001","1","SHINYALU CONSTITUENCY"
"ISUKHA SOUTH","ISUKHA SOUTH WARD","United Progressive Alliance",1044,"0","V-REG-00001","1","SHINYALU CONSTITUENCY"
"ISUKHA EAST","ISUKHA EAST WARD","United Progressive Alliance",1045,"0","V-REG-00001","1","SHINYALU CONSTITUENCY"
"ISUKHA WEST","ISUKHA WEST WARD","United Progressive Alliance",1046,"0","V-REG-00001","1","SHINYALU CONSTITUENCY"
"IDAKHO SOUTH","IDAKHO SOUTH WARD","United Progressive Alliance",1047,"0","V-REG-00001","1","IKOLOMANI CONSTITUENCY"
"IDAKHO EAST","IDAKHO EAST WARD","United Progressive Alliance",1048,"0","V-REG-00001","1","IKOLOMANI CONSTITUENCY"
"IDAKHO NORTH","IDAKHO NORTH WARD","United Progressive Alliance",1049,"0","V-REG-00001","1","IKOLOMANI CONSTITUENCY"
"IDAKHO CENTRAL","IDAKHO CENTRAL WARD","United Progressive Alliance",1050,"0","V-REG-00001","1","IKOLOMANI CONSTITUENCY"
"LUGAGA-WAMULUMA","LUGAGA-WAMULUMA WARD","United Progressive Alliance",1051,"0","V-REG-00001","1","VIHIGA CONSTITUENCY"
"SOUTH MARAGOLI","SOUTH MARAGOLI WARD","United Progressive Alliance",1052,"0","V-REG-00001","1","VIHIGA CONSTITUENCY"
"CENTRAL MARAGOLI","CENTRAL MARAGOLI WARD","United Progressive Alliance",1053,"0","V-REG-00001","1","VIHIGA CONSTITUENCY"
"MUNGOMA","MUNGOMA WARD","United Progressive Alliance",1054,"0","V-REG-00001","1","VIHIGA CONSTITUENCY"
"LYADUYWA/IZAVA","LYADUYWA/IZAVA WARD","United Progressive Alliance",1055,"0","V-REG-00001","1","SABATIA CONSTITUENCY"
"WEST SABATIA","WEST SABATIA WARD","United Progressive Alliance",1056,"0","V-REG-00001","1","SABATIA CONSTITUENCY"
"CHAVAKALI","CHAVAKALI WARD","United Progressive Alliance",1057,"0","V-REG-00001","1","SABATIA CONSTITUENCY"
"NORTH MARAGOLI","NORTH MARAGOLI WARD","United Progressive Alliance",1058,"0","V-REG-00001","1","SABATIA CONSTITUENCY"
"WODANGA","WODANGA WARD","United Progressive Alliance",1059,"0","V-REG-00001","1","SABATIA CONSTITUENCY"
"BUSALI","BUSALI WARD","United Progressive Alliance",1060,"0","V-REG-00001","1","SABATIA CONSTITUENCY"
"SHIRU","SHIRU WARD","United Progressive Alliance",1061,"0","V-REG-00001","1","HAMISI CONSTITUENCY"
"GISAMBAI","GISAMBAI WARD","United Progressive Alliance",1062,"0","V-REG-00001","1","HAMISI CONSTITUENCY"
"SHAMAKHOKHO","SHAMAKHOKHO WARD","United Progressive Alliance",1063,"0","V-REG-00001","1","HAMISI CONSTITUENCY"
"BANJA","BANJA WARD","United Progressive Alliance",1064,"0","V-REG-00001","1","HAMISI CONSTITUENCY"
"MUHUDU","MUHUDU WARD","United Progressive Alliance",1065,"0","V-REG-00001","1","HAMISI CONSTITUENCY"
"TAMBUA","TAMBUA WARD","United Progressive Alliance",1066,"0","V-REG-00001","1","HAMISI CONSTITUENCY"
"JEPKOYAI","JEPKOYAI WARD","United Progressive Alliance",1067,"0","V-REG-00001","1","HAMISI CONSTITUENCY"
"LUANDA TOWNSHIP","LUANDA TOWNSHIP WARD","United Progressive Alliance",1068,"0","V-REG-00001","1","LUANDA CONSTITUENCY"
"WEMILABI","WEMILABI WARD","United Progressive Alliance",1069,"0","V-REG-00001","1","LUANDA CONSTITUENCY"
"MWIBONA","MWIBONA WARD","United Progressive Alliance",1070,"0","V-REG-00001","1","LUANDA CONSTITUENCY"
"LUANDA SOUTH","LUANDA SOUTH WARD","United Progressive Alliance",1071,"0","V-REG-00001","1","LUANDA CONSTITUENCY"
"EMABUNGO","EMABUNGO WARD","United Progressive Alliance",1072,"0","V-REG-00001","1","LUANDA CONSTITUENCY"
"NORTH EAST BUNYORE","NORTH EAST BUNYORE WARD","United Progressive Alliance",1073,"0","V-REG-00001","1","EMUHAYA CONSTITUENCY"
"CENTRAL BUNYORE","CENTRAL BUNYORE WARD","United Progressive Alliance",1074,"0","V-REG-00001","1","EMUHAYA CONSTITUENCY"
"WEST BUNYORE","WEST BUNYORE WARD","United Progressive Alliance",1075,"0","V-REG-00001","1","EMUHAYA CONSTITUENCY"
"CHEPTAIS","CHEPTAIS WARD","United Progressive Alliance",1076,"0","V-REG-00001","1","MT. ELGON CONSTITUENCY"
"CHESIKAKI","CHESIKAKI WARD","United Progressive Alliance",1077,"0","V-REG-00001","1","MT. ELGON CONSTITUENCY"
"CHEPYUK","CHEPYUK WARD","United Progressive Alliance",1078,"0","V-REG-00001","1","MT. ELGON CONSTITUENCY"
"KAPKATENY","KAPKATENY WARD","United Progressive Alliance",1079,"0","V-REG-00001","1","MT. ELGON CONSTITUENCY"
"KAPTAMA","KAPTAMA WARD","United Progressive Alliance",1080,"0","V-REG-00001","1","MT. ELGON CONSTITUENCY"
"ELGON","ELGON WARD","United Progressive Alliance",1081,"0","V-REG-00001","1","MT. ELGON CONSTITUENCY"
"NAMWELA","NAMWELA WARD","United Progressive Alliance",1082,"0","V-REG-00001","1","SIRISIA CONSTITUENCY"
"MALAKISI/SOUTH KULISIRU","MALAKISI/SOUTH KULISIRU WARD","United Progressive Alliance",1083,"0","V-REG-00001","1","SIRISIA CONSTITUENCY"
"LWANDANYI","LWANDANYI WARD","United Progressive Alliance",1084,"0","V-REG-00001","1","SIRISIA CONSTITUENCY"
"KABUCHAI/CHWELE","KABUCHAI/CHWELE WARD","United Progressive Alliance",1085,"0","V-REG-00001","1","KABUCHAI CONSTITUENCY"
"WEST NALONDO","WEST NALONDO WARD","United Progressive Alliance",1086,"0","V-REG-00001","1","KABUCHAI CONSTITUENCY"
"BWAKE/LUUYA","BWAKE/LUUYA WARD","United Progressive Alliance",1087,"0","V-REG-00001","1","KABUCHAI CONSTITUENCY"
"MUKUYUNI","MUKUYUNI WARD","United Progressive Alliance",1088,"0","V-REG-00001","1","KABUCHAI CONSTITUENCY"
"SOUTH BUKUSU","SOUTH BUKUSU WARD","United Progressive Alliance",1089,"0","V-REG-00001","1","BUMULA CONSTITUENCY"
"BUMULA","BUMULA WARD","United Progressive Alliance",1090,"0","V-REG-00001","1","BUMULA CONSTITUENCY"
"KHASOKO","KHASOKO WARD","United Progressive Alliance",1091,"0","V-REG-00001","1","BUMULA CONSTITUENCY"
"KABULA","KABULA WARD","United Progressive Alliance",1092,"0","V-REG-00001","1","BUMULA CONSTITUENCY"
"KIMAETI","KIMAETI WARD","United Progressive Alliance",1093,"0","V-REG-00001","1","BUMULA CONSTITUENCY"
"WEST BUKUSU","WEST BUKUSU WARD","United Progressive Alliance",1094,"0","V-REG-00001","1","BUMULA CONSTITUENCY"
"SIBOTI","SIBOTI WARD","United Progressive Alliance",1095,"0","V-REG-00001","1","BUMULA CONSTITUENCY"
"BUKEMBE WEST","BUKEMBE WEST WARD","United Progressive Alliance",1096,"0","V-REG-00001","1","KANDUYI CONSTITUENCY"
"BUKEMBE EAST","BUKEMBE EAST WARD","United Progressive Alliance",1097,"0","V-REG-00001","1","KANDUYI CONSTITUENCY"
"TOWNSHIP","TOWNSHIP WARD","United Progressive Alliance",1098,"0","V-REG-00001","1","KANDUYI CONSTITUENCY"
"KHALABA","KHALABA WARD","United Progressive Alliance",1099,"0","V-REG-00001","1","KANDUYI CONSTITUENCY"
"MUSIKOMA","MUSIKOMA WARD","United Progressive Alliance",1100,"0","V-REG-00001","1","KANDUYI CONSTITUENCY"
"EAST SANG'ALO","EAST SANG'ALO WARD","United Progressive Alliance",1101,"0","V-REG-00001","1","KANDUYI CONSTITUENCY"
"MARAKARU/TUUTI","MARAKARU/TUUTI WARD","United Progressive Alliance",1102,"0","V-REG-00001","1","KANDUYI CONSTITUENCY"
"WEST SANG'ALO","WEST SANG'ALO WARD","United Progressive Alliance",1103,"0","V-REG-00001","1","KANDUYI CONSTITUENCY"
"MIHUU","MIHUU WARD","United Progressive Alliance",1104,"0","V-REG-00001","1","WEBUYE EAST CONSTITUENCY"
"NDIVISI","NDIVISI WARD","United Progressive Alliance",1105,"0","V-REG-00001","1","WEBUYE EAST CONSTITUENCY"
"MARAKA","MARAKA WARD","United Progressive Alliance",1106,"0","V-REG-00001","1","WEBUYE EAST CONSTITUENCY"
"MISIKHU","MISIKHU WARD","United Progressive Alliance",1107,"0","V-REG-00001","1","WEBUYE WEST CONSTITUENCY"
"SITIKHO","SITIKHO WARD","United Progressive Alliance",1108,"0","V-REG-00001","1","WEBUYE WEST CONSTITUENCY"
"MATULO","MATULO WARD","United Progressive Alliance",1109,"0","V-REG-00001","1","WEBUYE WEST CONSTITUENCY"
"BOKOLI","BOKOLI WARD","United Progressive Alliance",1110,"0","V-REG-00001","1","WEBUYE WEST CONSTITUENCY"
"KIBINGEI","KIBINGEI WARD","United Progressive Alliance",1111,"0","V-REG-00001","1","KIMILILI CONSTITUENCY"
"KIMILILI","KIMILILI WARD","United Progressive Alliance",1112,"0","V-REG-00001","1","KIMILILI CONSTITUENCY"
"MAENI","MAENI WARD","United Progressive Alliance",1113,"0","V-REG-00001","1","KIMILILI CONSTITUENCY"
"KAMUKUYWA","KAMUKUYWA WARD","United Progressive Alliance",1114,"0","V-REG-00001","1","KIMILILI CONSTITUENCY"
"MBAKALO","MBAKALO WARD","United Progressive Alliance",1115,"0","V-REG-00001","1","TONGAREN CONSTITUENCY"
"NAITIRI/KABUYEFWE","NAITIRI/KABUYEFWE WARD","United Progressive Alliance",1116,"0","V-REG-00001","1","TONGAREN CONSTITUENCY"
"MILIMA","MILIMA WARD","United Progressive Alliance",1117,"0","V-REG-00001","1","TONGAREN CONSTITUENCY"
"NDALU/ TABANI","NDALU/ TABANI WARD","United Progressive Alliance",1118,"0","V-REG-00001","1","TONGAREN CONSTITUENCY"
"TONGAREN","TONGAREN WARD","United Progressive Alliance",1119,"0","V-REG-00001","1","TONGAREN CONSTITUENCY"
"SOYSAMBU/ MITUA","SOYSAMBU/ MITUA WARD","United Progressive Alliance",1120,"0","V-REG-00001","1","TONGAREN CONSTITUENCY"
"MALABA CENTRAL","MALABA CENTRAL WARD","United Progressive Alliance",1121,"0","V-REG-00001","1","TESO NORTH CONSTITUENCY"
"MALABA NORTH","MALABA NORTH WARD","United Progressive Alliance",1122,"0","V-REG-00001","1","TESO NORTH CONSTITUENCY"
"ANG'URAI SOUTH","ANG'URAI SOUTH WARD","United Progressive Alliance",1123,"0","V-REG-00001","1","TESO NORTH CONSTITUENCY"
"ANG'URAI NORTH","ANG'URAI NORTH WARD","United Progressive Alliance",1124,"0","V-REG-00001","1","TESO NORTH CONSTITUENCY"
"ANG'URAI EAST","ANG'URAI EAST WARD","United Progressive Alliance",1125,"0","V-REG-00001","1","TESO NORTH CONSTITUENCY"
"MALABA SOUTH","MALABA SOUTH WARD","United Progressive Alliance",1126,"0","V-REG-00001","1","TESO NORTH CONSTITUENCY"
"ANG'OROM","ANG'OROM WARD","United Progressive Alliance",1127,"0","V-REG-00001","1","TESO SOUTH CONSTITUENCY"
"CHAKOL SOUTH","CHAKOL SOUTH WARD","United Progressive Alliance",1128,"0","V-REG-00001","1","TESO SOUTH CONSTITUENCY"
"CHAKOL NORTH","CHAKOL NORTH WARD","United Progressive Alliance",1129,"0","V-REG-00001","1","TESO SOUTH CONSTITUENCY"
"AMUKURA WEST","AMUKURA WEST WARD","United Progressive Alliance",1130,"0","V-REG-00001","1","TESO SOUTH CONSTITUENCY"
"AMUKURA EAST","AMUKURA EAST WARD","United Progressive Alliance",1131,"0","V-REG-00001","1","TESO SOUTH CONSTITUENCY"
"AMUKURA CENTRAL","AMUKURA CENTRAL WARD","United Progressive Alliance",1132,"0","V-REG-00001","1","TESO SOUTH CONSTITUENCY"
"NAMBALE TOWNSHIP","NAMBALE TOWNSHIP WARD","United Progressive Alliance",1133,"0","V-REG-00001","1","NAMBALE CONSTITUENCY"
"BUKHAYO NORTH/WALTSI","BUKHAYO NORTH/WALTSI WARD","United Progressive Alliance",1134,"0","V-REG-00001","1","NAMBALE CONSTITUENCY"
"BUKHAYO EAST","BUKHAYO EAST WARD","United Progressive Alliance",1135,"0","V-REG-00001","1","NAMBALE CONSTITUENCY"
"BUKHAYO CENTRAL","BUKHAYO CENTRAL WARD","United Progressive Alliance",1136,"0","V-REG-00001","1","NAMBALE CONSTITUENCY"
"BUKHAYO WEST","BUKHAYO WEST WARD","United Progressive Alliance",1137,"0","V-REG-00001","1","MATAYOS CONSTITUENCY"
"MAYENJE","MAYENJE WARD","United Progressive Alliance",1138,"0","V-REG-00001","1","MATAYOS CONSTITUENCY"
"MATAYOS SOUTH","MATAYOS SOUTH WARD","United Progressive Alliance",1139,"0","V-REG-00001","1","MATAYOS CONSTITUENCY"
"BUSIBWABO","BUSIBWABO WARD","United Progressive Alliance",1140,"0","V-REG-00001","1","MATAYOS CONSTITUENCY"
"BURUMBA","BURUMBA WARD","United Progressive Alliance",1141,"0","V-REG-00001","1","MATAYOS CONSTITUENCY"
"MARACHI WEST","MARACHI WEST WARD","United Progressive Alliance",1142,"0","V-REG-00001","1","BUTULA CONSTITUENCY"
"KINGANDOLE","KINGANDOLE WARD","United Progressive Alliance",1143,"0","V-REG-00001","1","BUTULA CONSTITUENCY"
"MARACHI CENTRAL","MARACHI CENTRAL WARD","United Progressive Alliance",1144,"0","V-REG-00001","1","BUTULA CONSTITUENCY"
"MARACHI EAST","MARACHI EAST WARD","United Progressive Alliance",1145,"0","V-REG-00001","1","BUTULA CONSTITUENCY"
"MARACHI NORTH","MARACHI NORTH WARD","United Progressive Alliance",1146,"0","V-REG-00001","1","BUTULA CONSTITUENCY"
"ELUGULU","ELUGULU WARD","United Progressive Alliance",1147,"0","V-REG-00001","1","BUTULA CONSTITUENCY"
"NAMBOBOTO NAMBUKU","NAMBOBOTO NAMBUKU WARD","United Progressive Alliance",1148,"0","V-REG-00001","1","FUNYULA CONSTITUENCY"
"NANGINA","NANGINA WARD","United Progressive Alliance",1149,"0","V-REG-00001","1","FUNYULA CONSTITUENCY"
"AGENG'A NANGUBA","AGENG'A NANGUBA WARD","United Progressive Alliance",1150,"0","V-REG-00001","1","FUNYULA CONSTITUENCY"
"BWIRI","BWIRI WARD","United Progressive Alliance",1151,"0","V-REG-00001","1","FUNYULA CONSTITUENCY"
"BUNYALA CENTRAL","BUNYALA CENTRAL WARD","United Progressive Alliance",1152,"0","V-REG-00001","1","BUDALANGI CONSTITUENCY"
"BUNYALA NORTH","BUNYALA NORTH WARD","United Progressive Alliance",1153,"0","V-REG-00001","1","BUDALANGI CONSTITUENCY"
"BUNYALA WEST","BUNYALA WEST WARD","United Progressive Alliance",1154,"0","V-REG-00001","1","BUDALANGI CONSTITUENCY"
"BUNYALA SOUTH","BUNYALA SOUTH WARD","United Progressive Alliance",1155,"0","V-REG-00001","1","BUDALANGI CONSTITUENCY"
"WEST UGENYA","WEST UGENYA WARD","United Progressive Alliance",1156,"0","V-REG-00001","1","UGENYA CONSTITUENCY"
"UKWALA","UKWALA WARD","United Progressive Alliance",1157,"0","V-REG-00001","1","UGENYA CONSTITUENCY"
"NORTH UGENYA","NORTH UGENYA WARD","United Progressive Alliance",1158,"0","V-REG-00001","1","UGENYA CONSTITUENCY"
"EAST UGENYA","EAST UGENYA WARD","United Progressive Alliance",1159,"0","V-REG-00001","1","UGENYA CONSTITUENCY"
"SIDINDI","SIDINDI WARD","United Progressive Alliance",1160,"0","V-REG-00001","1","UGUNJA CONSTITUENCY"
"SIGOMERE","SIGOMERE WARD","United Progressive Alliance",1161,"0","V-REG-00001","1","UGUNJA CONSTITUENCY"
"UGUNJA","UGUNJA WARD","United Progressive Alliance",1162,"0","V-REG-00001","1","UGUNJA CONSTITUENCY"
"USONGA","USONGA WARD","United Progressive Alliance",1163,"0","V-REG-00001","1","ALEGO USONGA CONSTITUENCY"
"WEST ALEGO","WEST ALEGO WARD","United Progressive Alliance",1164,"0","V-REG-00001","1","ALEGO USONGA CONSTITUENCY"
"CENTRAL ALEGO","CENTRAL ALEGO WARD","United Progressive Alliance",1165,"0","V-REG-00001","1","ALEGO USONGA CONSTITUENCY"
"SIAYA TOWNSHIP","SIAYA TOWNSHIP WARD","United Progressive Alliance",1166,"0","V-REG-00001","1","ALEGO USONGA CONSTITUENCY"
"NORTH ALEGO","NORTH ALEGO WARD","United Progressive Alliance",1167,"0","V-REG-00001","1","ALEGO USONGA CONSTITUENCY"
"SOUTH EAST ALEGO","SOUTH EAST ALEGO WARD","United Progressive Alliance",1168,"0","V-REG-00001","1","ALEGO USONGA CONSTITUENCY"
"NORTH GEM","NORTH GEM WARD","United Progressive Alliance",1169,"0","V-REG-00001","1","GEM CONSTITUENCY"
"WEST GEM","WEST GEM WARD","United Progressive Alliance",1170,"0","V-REG-00001","1","GEM CONSTITUENCY"
"CENTRAL GEM","CENTRAL GEM WARD","United Progressive Alliance",1171,"0","V-REG-00001","1","GEM CONSTITUENCY"
"YALA TOWNSHIP","YALA TOWNSHIP WARD","United Progressive Alliance",1172,"0","V-REG-00001","1","GEM CONSTITUENCY"
"EAST GEM","EAST GEM WARD","United Progressive Alliance",1173,"0","V-REG-00001","1","GEM CONSTITUENCY"
"SOUTH GEM","SOUTH GEM WARD","United Progressive Alliance",1174,"0","V-REG-00001","1","GEM CONSTITUENCY"
"WEST YIMBO","WEST YIMBO WARD","United Progressive Alliance",1175,"0","V-REG-00001","1","BONDO CONSTITUENCY"
"CENTRAL SAKWA","CENTRAL SAKWA WARD","United Progressive Alliance",1176,"0","V-REG-00001","1","BONDO CONSTITUENCY"
"SOUTH SAKWA","SOUTH SAKWA WARD","United Progressive Alliance",1177,"0","V-REG-00001","1","BONDO CONSTITUENCY"
"YIMBO EAST","YIMBO EAST WARD","United Progressive Alliance",1178,"0","V-REG-00001","1","BONDO CONSTITUENCY"
"WEST SAKWA","WEST SAKWA WARD","United Progressive Alliance",1179,"0","V-REG-00001","1","BONDO CONSTITUENCY"
"NORTH SAKWA","NORTH SAKWA WARD","United Progressive Alliance",1180,"0","V-REG-00001","1","BONDO CONSTITUENCY"
"EAST ASEMBO","EAST ASEMBO WARD","United Progressive Alliance",1181,"0","V-REG-00001","1","RARIEDA CONSTITUENCY"
"WEST ASEMBO","WEST ASEMBO WARD","United Progressive Alliance",1182,"0","V-REG-00001","1","RARIEDA CONSTITUENCY"
"NORTH UYOMA","NORTH UYOMA WARD","United Progressive Alliance",1183,"0","V-REG-00001","1","RARIEDA CONSTITUENCY"
"SOUTH UYOMA","SOUTH UYOMA WARD","United Progressive Alliance",1184,"0","V-REG-00001","1","RARIEDA CONSTITUENCY"
"WEST UYOMA","WEST UYOMA WARD","United Progressive Alliance",1185,"0","V-REG-00001","1","RARIEDA CONSTITUENCY"
"KAJULU","KAJULU WARD","United Progressive Alliance",1186,"0","V-REG-00001","1","KISUMU EAST CONSTITUENCY"
"KOLWA EAST","KOLWA EAST WARD","United Progressive Alliance",1187,"0","V-REG-00001","1","KISUMU EAST CONSTITUENCY"
"MANYATTA 'B'","MANYATTA 'B' WARD","United Progressive Alliance",1188,"0","V-REG-00001","1","KISUMU EAST CONSTITUENCY"
"NYALENDA 'A'","NYALENDA 'A' WARD","United Progressive Alliance",1189,"0","V-REG-00001","1","KISUMU EAST CONSTITUENCY"
"KOLWA CENTRAL","KOLWA CENTRAL WARD","United Progressive Alliance",1190,"0","V-REG-00001","1","KISUMU EAST CONSTITUENCY"
"SOUTH WEST KISUMU","SOUTH WEST KISUMU WARD","United Progressive Alliance",1191,"0","V-REG-00001","1","KISUMU WEST CONSTITUENCY"
"CENTRAL KISUMU","CENTRAL KISUMU WARD","United Progressive Alliance",1192,"0","V-REG-00001","1","KISUMU WEST CONSTITUENCY"
"KISUMU NORTH","KISUMU NORTH WARD","United Progressive Alliance",1193,"0","V-REG-00001","1","KISUMU WEST CONSTITUENCY"
"WEST KISUMU","WEST KISUMU WARD","United Progressive Alliance",1194,"0","V-REG-00001","1","KISUMU WEST CONSTITUENCY"
"NORTH WEST KISUMU","NORTH WEST KISUMU WARD","United Progressive Alliance",1195,"0","V-REG-00001","1","KISUMU WEST CONSTITUENCY"
"RAILWAYS","RAILWAYS WARD","United Progressive Alliance",1196,"0","V-REG-00001","1","KISUMU CENTRAL CONSTITUENCY"
"MIGOSI","MIGOSI WARD","United Progressive Alliance",1197,"0","V-REG-00001","1","KISUMU CENTRAL CONSTITUENCY"
"SHAURIMOYO KALOLENI","SHAURIMOYO KALOLENI WARD","United Progressive Alliance",1198,"0","V-REG-00001","1","KISUMU CENTRAL CONSTITUENCY"
"MARKET MILIMANI","MARKET MILIMANI WARD","United Progressive Alliance",1199,"0","V-REG-00001","1","KISUMU CENTRAL CONSTITUENCY"
"KONDELE","KONDELE WARD","United Progressive Alliance",1200,"0","V-REG-00001","1","KISUMU CENTRAL CONSTITUENCY"
"NYALENDA B","NYALENDA B WARD","United Progressive Alliance",1201,"0","V-REG-00001","1","KISUMU CENTRAL CONSTITUENCY"
"WEST SEME","WEST SEME WARD","United Progressive Alliance",1202,"0","V-REG-00001","1","SEME CONSTITUENCY"
"CENTRAL SEME","CENTRAL SEME WARD","United Progressive Alliance",1203,"0","V-REG-00001","1","SEME CONSTITUENCY"
"EAST SEME","EAST SEME WARD","United Progressive Alliance",1204,"0","V-REG-00001","1","SEME CONSTITUENCY"
"NORTH SEME","NORTH SEME WARD","United Progressive Alliance",1205,"0","V-REG-00001","1","SEME CONSTITUENCY"
"EAST KANO/WAWIDHI","EAST KANO/WAWIDHI WARD","United Progressive Alliance",1206,"0","V-REG-00001","1","NYANDO CONSTITUENCY"
"AWASI/ONJIKO","AWASI/ONJIKO WARD","United Progressive Alliance",1207,"0","V-REG-00001","1","NYANDO CONSTITUENCY"
"AHERO","AHERO WARD","United Progressive Alliance",1208,"0","V-REG-00001","1","NYANDO CONSTITUENCY"
"KABONYO/KANYAGWAL","KABONYO/KANYAGWAL WARD","United Progressive Alliance",1209,"0","V-REG-00001","1","NYANDO CONSTITUENCY"
"KOBURA","KOBURA WARD","United Progressive Alliance",1210,"0","V-REG-00001","1","NYANDO CONSTITUENCY"
"MIWANI","MIWANI WARD","United Progressive Alliance",1211,"0","V-REG-00001","1","MUHORONI CONSTITUENCY"
"OMBEYI","OMBEYI WARD","United Progressive Alliance",1212,"0","V-REG-00001","1","MUHORONI CONSTITUENCY"
