"ID","Region","Institution","Region ID","is Polling Station","Active Register","is Group","Parent Electoral District"
"KAYOLE CENTRAL","KAYOLE CENTRAL WARD","United Progressive Alliance",1417,"0","V-REG-00001","1","EMBAKASI CENTRAL CONSTITUENCY"
"KAYOLE SOUTH","KAYOLE SOUTH WARD","United Progressive Alliance",1418,"0","V-REG-00001","1","EMBAKASI CENTRAL CONSTITUENCY"
"KOMAROCK","KOMAROCK WARD","United Progressive Alliance",1419,"0","V-REG-00001","1","EMBAKASI CENTRAL CONSTITUENCY"
"MATOPENI/SPRING VALLEY","MATOPENI/SPRING VALLEY WARD","United Progressive Alliance",1420,"0","V-REG-00001","1","EMBAKASI CENTRAL CONSTITUENCY"
"UPPER SAVANNAH","UPPER SAVANNAH WARD","United Progressive Alliance",1421,"0","V-REG-00001","1","EMBAKASI EAST CONSTITUENCY"
"LOWER SAVANNAH","LOWER SAVANNAH WARD","United Progressive Alliance",1422,"0","V-REG-00001","1","EMBAKASI EAST CONSTITUENCY"
"EMBAKASI","EMBAKASI WARD","United Progressive Alliance",1423,"0","V-REG-00001","1","EMBAKASI EAST CONSTITUENCY"
"UTAWALA","UTAWALA WARD","United Progressive Alliance",1424,"0","V-REG-00001","1","EMBAKASI EAST CONSTITUENCY"
"MIHANGO","MIHANGO WARD","United Progressive Alliance",1425,"0","V-REG-00001","1","EMBAKASI EAST CONSTITUENCY"
"UMOJA I","UMOJA I WARD","United Progressive Alliance",1426,"0","V-REG-00001","1","EMBAKASI WEST CONSTITUENCY"
"UMOJA II","UMOJA II WARD","United Progressive Alliance",1427,"0","V-REG-00001","1","EMBAKASI WEST CONSTITUENCY"
"MOWLEM","MOWLEM WARD","United Progressive Alliance",1428,"0","V-REG-00001","1","EMBAKASI WEST CONSTITUENCY"
"KARIOBANGI SOUTH","KARIOBANGI SOUTH WARD","United Progressive Alliance",1429,"0","V-REG-00001","1","EMBAKASI WEST CONSTITUENCY"
"MARINGO/HAMZA","MARINGO/HAMZA WARD","United Progressive Alliance",1430,"0","V-REG-00001","1","MAKADARA CONSTITUENCY"
"VIWANDANI","VIWANDANI WARD","United Progressive Alliance",1431,"0","V-REG-00001","1","MAKADARA CONSTITUENCY"
"HARAMBEE","HARAMBEE WARD","United Progressive Alliance",1432,"0","V-REG-00001","1","MAKADARA CONSTITUENCY"
"MAKONGENI","MAKONGENI WARD","United Progressive Alliance",1433,"0","V-REG-00001","1","MAKADARA CONSTITUENCY"
"PUMWANI","PUMWANI WARD","United Progressive Alliance",1434,"0","V-REG-00001","1","KAMUKUNJI CONSTITUENCY"
"EASTLEIGH NORTH","EASTLEIGH NORTH WARD","United Progressive Alliance",1435,"0","V-REG-00001","1","KAMUKUNJI CONSTITUENCY"
"EASTLEIGH SOUTH","EASTLEIGH SOUTH WARD","United Progressive Alliance",1436,"0","V-REG-00001","1","KAMUKUNJI CONSTITUENCY"
"AIRBASE","AIRBASE WARD","United Progressive Alliance",1437,"0","V-REG-00001","1","KAMUKUNJI CONSTITUENCY"
"CALIFORNIA","CALIFORNIA WARD","United Progressive Alliance",1438,"0","V-REG-00001","1","KAMUKUNJI CONSTITUENCY"
"NAIROBI CENTRAL","NAIROBI CENTRAL WARD","United Progressive Alliance",1439,"0","V-REG-00001","1","STAREHE CONSTITUENCY"
"NGARA","NGARA WARD","United Progressive Alliance",1440,"0","V-REG-00001","1","STAREHE CONSTITUENCY"
"PANGANI","PANGANI WARD","United Progressive Alliance",1441,"0","V-REG-00001","1","STAREHE CONSTITUENCY"
"ZIWANI/KARIOKOR","ZIWANI/KARIOKOR WARD","United Progressive Alliance",1442,"0","V-REG-00001","1","STAREHE CONSTITUENCY"
"LANDIMAWE","LANDIMAWE WARD","United Progressive Alliance",1443,"0","V-REG-00001","1","STAREHE CONSTITUENCY"
"NAIROBI SOUTH","NAIROBI SOUTH WARD","United Progressive Alliance",1444,"0","V-REG-00001","1","STAREHE CONSTITUENCY"
"HOSPITAL","HOSPITAL WARD","United Progressive Alliance",1445,"0","V-REG-00001","1","MATHARE CONSTITUENCY"
"MABATINI","MABATINI WARD","United Progressive Alliance",1446,"0","V-REG-00001","1","MATHARE CONSTITUENCY"
"HURUMA","HURUMA WARD","United Progressive Alliance",1447,"0","V-REG-00001","1","MATHARE CONSTITUENCY"
"NGEI","NGEI WARD","United Progressive Alliance",1448,"0","V-REG-00001","1","MATHARE CONSTITUENCY"
"MLANGO KUBWA","MLANGO KUBWA WARD","United Progressive Alliance",1449,"0","V-REG-00001","1","MATHARE CONSTITUENCY"
"KIAMAIKO","KIAMAIKO WARD","United Progressive Alliance",1450,"0","V-REG-00001","1","MATHARE CONSTITUENCY"
"TANZANIA","TANZANIA WARD","United Progressive Alliance",5000,"0","V-REG-00001","1","DIASPORA CONSTITUENCY"
"UGANDA","UGANDA WARD","United Progressive Alliance",5001,"0","V-REG-00001","1","DIASPORA CONSTITUENCY"
"RWANDA","RWANDA WARD","United Progressive Alliance",5002,"0","V-REG-00001","1","DIASPORA CONSTITUENCY"
"BURUNDI","BURUNDI WARD","United Progressive Alliance",5003,"0","V-REG-00001","1","DIASPORA CONSTITUENCY"
"SOUTH AFRICA","SOUTH AFRICA WARD","United Progressive Alliance",5004,"0","V-REG-00001","1","DIASPORA CONSTITUENCY"
"PRISONS","PRISONS WARD","United Progressive Alliance",1451,"0","V-REG-00001","1","PRISONS CONSTITUENCY"
